0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
0,-5,-3,0,0.866026,0.5
